Question,Answer
"(Portuguese_language) By 2050, what will the total population of Portuguese speakers in the world be?","By 2050, Portuguese-speaking countries will have a total population of 335 million people. (related to: Portuguese_language)"
(Portuguese_language) In which country is Portuguese the co-official language with Cantonese Chinese?,Macau (related to: Portuguese_language)
(Portuguese_language) In which country is Portuguese the co-official language with Cantonese Chinese?,Portuguese is the co-official language with Cantonese Chinese in Macau. (related to: Portuguese_language)
(Portuguese_language) Wasn't Portuguese language spread by arriving Roman soldiers?,Yes. (related to: Portuguese_language)
"(Portuguese_language) (where French has a similar phenomenon, with alveolar affricates instead of postalveolars?",Quebec. (related to: Portuguese_language)
"(Portuguese_language) Give an example of the official languages of the special administrative region of Macau and East Timor, . ",Portuguese (related to: Portuguese_language)
(Portuguese_language) Is Portuguese an official language of several international organizations?,Yes. (related to: Portuguese_language)
"(Portuguese_language) Is it derived from the Latin spoken by the romanized pre-Roman peoples of the Iberian Peninsula (namely the Gallaeci, the Lusitanians, the Celtici and the Conii) around 2000 years ago?",yes (related to: Portuguese_language)
(Portuguese_language) Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years?,yes (related to: Portuguese_language)
(Saint_Petersburg) Is the city named after the apostle Saint Peter?,yes (related to: Saint_Petersburg)
(Saint_Petersburg) Is the city named after the apostle Saint Peter?,Yes. (related to: Saint_Petersburg)
(Saint_Petersburg) Has the terrain in the city been artificially raised?,yes (related to: Saint_Petersburg)
(Saint_Petersburg) Has the terrain in the city been artificially raised?,Yes. (related to: Saint_Petersburg)
(Saint_Petersburg) What were some other names of the city?,"Petrograd, Leningrad, and Piter (related to: Saint_Petersburg)"
(Saint_Petersburg) What were some other names of the city?,Petrograd and Leningrad. (related to: Saint_Petersburg)
(Saint_Petersburg) What festival features fireworks  celebrating the end of the school year?,The White Nights Festival in Saint Petersburg (related to: Saint_Petersburg)
(Saint_Petersburg) What festival features fireworks  celebrating the end of the school year?,The White Nights Festival. (related to: Saint_Petersburg)
(Saint_Petersburg) Where do most people in urban Saint Petersburg live?,apartments (related to: Saint_Petersburg)
(Saint_Petersburg) Where do most people in urban Saint Petersburg live?,Apartments. (related to: Saint_Petersburg)
(Saint_Petersburg) What was made in Russia's largest foundry?,thousands of sculptures and statues (related to: Saint_Petersburg)
(Saint_Petersburg) What was made in Russia's largest foundry?,Thousands of sculptures and statues. (related to: Saint_Petersburg)
(Saint_Petersburg) When did the crime level become higher?,After the October revolution. (related to: Saint_Petersburg)
(Saint_Petersburg) How to travel to work from the city to Moscow?,railway (related to: Saint_Petersburg)
(Saint_Petersburg) How to travel to work from the city to Moscow?,One way is through the Moscow-Saint Petersburg Railway. (related to: Saint_Petersburg)
(Saint_Petersburg) Who laid down the Peter and Paul Fortress?,Peter the Great  (related to: Saint_Petersburg)
(Saint_Petersburg) When was the 7th symphony premiered?,1942 (related to: Saint_Petersburg)
"(Saint_Petersburg) Has Equestrianism been a long tradition, popular among the Tsars and aristocracy?",yes (related to: Saint_Petersburg)
"(Saint_Petersburg) Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. ","Kirov Stadium (now demolished) was one of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. (related to: Saint_Petersburg)"
(Saint_Petersburg) Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. ,The Leningrad Philharmonic Orchestra (related to: Saint_Petersburg)
"(Saint_Petersburg) Give an example of the longest, most destructive, and most lethal sieges of major cities in modern history. ",The Siege of Leningrad (related to: Saint_Petersburg)
"(Saint_Petersburg) Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (, 1924 -- 1991)?",yes (related to: Saint_Petersburg)
(Saint_Petersburg) Is it often called just Petersburg (-RRB- and is informally known as Piter (-RRB-?,Yes (related to: Saint_Petersburg)
"(Saint_Petersburg) Founded by Tsar Peter I of Russia on 27 May 1703, was it the capital of the Russian Empire for more than two hundred years (1713 -- 1728, 1732 -- 1918)?",Yes. (related to: Saint_Petersburg)
(San_Francisco) Is the standard of living in San Franciscio high?,"Yes, San Francisco is characterized by a high standard of living. (related to: San_Francisco)"
(San_Francisco) Is the standard of living in San Franciscio high?,Yes (related to: San_Francisco)
(San_Francisco) Does San Francisco have a high percentage of gay and lesbian individuals?,"Yes, according to the 2005 American Community Survey, San Francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest U.S. cities, at 15.4%. (related to: San_Francisco)"
(San_Francisco) Does San Francisco have a high percentage of gay and lesbian individuals?,Yes (related to: San_Francisco)
(San_Francisco) Is San Franscico a popular tourist destination?,Yes. San Francisco is a popular international tourist destination. (related to: San_Francisco)
(San_Francisco) Is San Franscico a popular tourist destination?,Yes (related to: San_Francisco)
(San_Francisco) How large is the population of San Francisco?,"The estimated population of San Francisco in the year 2008 was 808,976. (related to: San_Francisco)"
(San_Francisco) How large is the population of San Francisco?,"San Francisco has an estimated population of 808,976. (related to: San_Francisco)"
(San_Francisco) How many state parks are in San Francisco?,There is only one park managed by the California State Park system: Candlestick Point. (related to: San_Francisco)
(San_Francisco) How many state parks are in San Francisco?,There is one state park in San Francisco. (related to: San_Francisco)
(San_Francisco) Where is San Francisco?,San Francisco is located on the West Coast of the United States at the tip of the San Francisco Peninsula. (related to: San_Francisco)
(San_Francisco) Where is San Francisco?,San Francisco is in California. (related to: San_Francisco)
(San_Francisco) What is the cause of local earthquakes?,It was the San Andreas Fault which slipped and caused the earthquakes in 1906 and 1989. (related to: San_Francisco)
(San_Francisco) What is the cause of local earthquakes?,The nearby San Andreas and Hayward Faults are responsible for much earthquake activity. (related to: San_Francisco)
(San_Francisco) Are more residents employed by small businesses than in 1977?,"The number of San Franciscans employed by firms of more than 1,000 employees has fallen by half since 1977. (related to: San_Francisco)"
(San_Francisco) Are more residents employed by small businesses than in 1977?,No (related to: San_Francisco)
(San_Francisco) How does poverty in San Francisco compare to the nation-wide average?,"The city's poverty rate is 11.8% and the number of families in poverty stands at 7.4%, both lower than the national average. (related to: San_Francisco)"
(San_Francisco) How does poverty in San Francisco compare to the nation-wide average?,San Francisco's poverty rate is lower than the national average. (related to: San_Francisco)
(San_Francisco) Was Mission Bay campus opened in 2003,yes (related to: San_Francisco)
(San_Francisco) Was Mission Bay campus opened in 2003,Yes (related to: San_Francisco)
(San_Francisco) Was the University of San Fransisco founded in 1855,yes (related to: San_Francisco)
(San_Francisco) Is Golden Gate Park the largest city park,yes (related to: San_Francisco)
(San_Francisco) Is Golden Gate Park the largest city park,Yes (related to: San_Francisco)
(San_Francisco) What is Northern California's most widely circulated newspaper,San Francisco Chronicle (related to: San_Francisco)
(San_Francisco) What is Northern California's most widely circulated newspaper,San Francisco Chronicle (related to: San_Francisco)
(San_Francisco) What makes San Francisco among the top-ten North American destinations for conventions and conferences,San Francisco has a large hotel infrastructure and a world-class convention facility in the Moscone Center (related to: San_Francisco)
(San_Francisco) What makes San Francisco among the top-ten North American destinations for conventions and conferences,a large hotel infrastructure and a world-class convention facility in the Moscone Center (related to: San_Francisco)
(San_Francisco) Who manages Candlestick point,California State Park system (related to: San_Francisco)
(San_Francisco) Who manages Candlestick point,the California State Park system (related to: San_Francisco)
(San_Francisco) Is Crissy field an airfield,Yes (related to: San_Francisco)
(San_Francisco) Does the de Young museum house the Asian Art Museum,yes (related to: San_Francisco)
(San_Francisco) Does the de Young museum house the Asian Art Museum,No (related to: San_Francisco)
(San_Francisco) What prompted the city to upgrade its building codes,earthquakes (related to: San_Francisco)
(San_Francisco) What prompted the city to upgrade its building codes,The threat of major earthquakes (related to: San_Francisco)
"(San_Francisco) Like many larger where cities, San Francisco is a minority-majority city, as non-Hispanic whites comprise less than half of the population?",U.S. (related to: San_Francisco)
(San_Francisco) Who laid out a street plan for the expanded S10_settlement?,William Richardson and Alcalde Francisco de Haro. (related to: San_Francisco)
(San_Francisco) When was a 43-acre Mission Bay campus opened?,2003 (related to: San_Francisco)
(San_Francisco) When did it sign on the air?,In 1941. (related to: San_Francisco)
(San_Francisco) Give an example of the largest two-year community colleges in the country. ,The City College of San Francisco. (related to: San_Francisco)
(San_Francisco) Give an example of the ten Beta World Cities. ,San Trancisco (related to: San_Francisco)
"(San_Francisco) The only consolidated city-county in California, does it encompass a land area of on the northern end of the San Francisco Peninsula, making it the second most densely populated city in the United States?",San Francisco (related to: San_Francisco)
"(San_Francisco) Is San Francisco also the financial, cultural, and transportation center of the larger San Francisco Bay Area, a region of 7.4 million people?",yes (related to: San_Francisco)
(San_Francisco) In what year did the Spanish establish a fort at the Golden Gate and a mission named for Francis of Assisi on the site?,"In 1776, the Spanish established a fort at the Golden Gate and a mission named for Francis of Assisi on the site. (related to: San_Francisco)"
(Swahili_language) Does Swahili have dipthongs?,"Yes, Swahili has diphthongs. (Typo) (related to: Swahili_language)"
(Swahili_language) Is Swahili a Bantu language?,"Yes, Swahili is a Bantu language. (related to: Swahili_language)"
(Swahili_language) Is Swahili a Bantu language?,yes (related to: Swahili_language)
(Swahili_language) Did Uganda make Swahili a required subject in primary schools?,"Yes, Uganda made Swahili a required subject in primary schools. (related to: Swahili_language)"
(Swahili_language) Did Uganda make Swahili a required subject in primary schools?,yes (related to: Swahili_language)
(Swahili_language) What is the Swahili word for the Swahili language?,"""Kiswahili"" is the Swahili word for the Swahili language. (related to: Swahili_language)"
(Swahili_language) What is the Swahili word for the Swahili language?,Kiswahili (related to: Swahili_language)
(Swahili_language) Is Swahili spoken in Mozambique?,"Yes, Swahili is spoken in parts of northern Mozambique. (related to: Swahili_language)"
(Swahili_language) Is Swahili spoken in Mozambique?,yes (related to: Swahili_language)
(Swahili_language) How does Swahili time run?,Swahili time runs from dawn to dusk. (related to: Swahili_language)
(Swahili_language) How does Swahili time run?,from dawn to dusk (related to: Swahili_language)
(Swahili_language) How many noun classes does Swahili have?,Swahili has sixteen noun classes. (related to: Swahili_language)
(Swahili_language) How many noun classes does Swahili have?,sixteen (related to: Swahili_language)
(Swahili_language) In what year did Germany seize Tanganyika?,Germany seized Tanganyika in 1886. (related to: Swahili_language)
(Swahili_language) In what year did Germany seize Tanganyika?,1886 (related to: Swahili_language)
(Swahili_language) Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa of West Africa is the sub-Saharan indigenous language with the greatest number of speakers. (related to: Swahili_language)
(Swahili_language) Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa (related to: Swahili_language)
(Swedish_language) Is Swedish a descendant of Old Norse?,Yes. (related to: Swedish_language)
(Swedish_language) Is Swedish a descendant of Old Norse?,Yes (related to: Swedish_language)
(Swedish_language) Does Swedish use the perfect participle to form the present perfect tense?,No. (related to: Swedish_language)
(Swedish_language) Does Swedish use the perfect participle to form the present perfect tense?,No (related to: Swedish_language)
(Swedish_language) How many Swedish speakers were reported in Canada in 2001?,"16,915. (related to: Swedish_language)"
(Swedish_language) How many Swedish speakers were reported in Canada in 2001?,"There are 16,915 reported Swedish speakers in Canada. (related to: Swedish_language)"
(Swedish_language) How many letters are in the basic Latin alphabet?,26. (related to: Swedish_language)
(Swedish_language) How many letters are in the basic Latin alphabet?,26 (related to: Swedish_language)
(Swedish_language) When did a standard and common language become available to all Swedes?,In the 20th Century. (related to: Swedish_language)
(Swedish_language) When did a standard and common language become available to all Swedes?,"It was during the 20th century that a common, standardized national language became available to all Swedes. (related to: Swedish_language)"
(Swedish_language) When did the Soviet military forces occupy Estonia?,1944. (related to: Swedish_language)
(Swedish_language) When did the Soviet military forces occupy Estonia?,In 1944. (related to: Swedish_language)
(Swedish_language) What are the differences between English and Swedish pronouns?,"Swedish pronouns are basically the same as those of English but distinguish two genders and have an additional object form, derived from the old dative form, as well as a distinct genitive case. (related to: Swedish_language)"
(Swedish_language) How does Swedish language counterbalance the absence of cases?,The lack of cases in Swedish is compensated by a wide variety of prepositions. (related to: Swedish_language)
(Taipei) Is Taipei in a valley?,Taipei is in the valleys of the Keelung and Xindian Rivers (related to: Taipei)
(Taipei) Is Taipei in a valley?,Yes (related to: Taipei)
(Taipei) Was Taipei founded in the 18th century?,Yes (related to: Taipei)
(Taipei) Was Taipei founded in the 18th century?,Yes (related to: Taipei)
(Taipei) Is the National Palace Museum in Taipei?,Yes (related to: Taipei)
(Taipei) Is the National Palace Museum in Taipei?,Yes (related to: Taipei)
(Taipei) What is along the city's western border?,The Danshui River borders Taipei to the west. (related to: Taipei)
(Taipei) What is along the city's western border?,Taipei has the Danshui River along its western border. (related to: Taipei)
(Taipei) What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper. (related to: Taipei)
(Taipei) What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper. (related to: Taipei)
(Taipei) What are some annual festivals in Taipei?,"The Lantern Festival, Tomb-Sweeping Day, Dragon Boat Festival, and the Mid-Autumn Festival (related to: Taipei)"
(Taipei) What are some annual festivals in Taipei?,"Some annual festivals include Tomb-Sweping Day, the Dragon Boat Festival, the Ghost Festival, and the Mid-Autumn Festival. (related to: Taipei)"
(Taipei) When is the Pacific typhoon season?,Between June and October. (related to: Taipei)
(Taipei) When is the Pacific typhoon season?,It's between June and October. (related to: Taipei)
(Taipei) Who S10_sets up shrines?,Many homes and business S10_set up shrines. (related to: Taipei)
(Taipei) Who S10_sets up shrines?,Many homes and businesses would S10_set up shrines. (related to: Taipei)
(Taipei) What does Taipei produce?,Taipei produces high technology and hi-tech components (related to: Taipei)
(Taipei) What does Taipei produce?,"Taipei produces textiles, apparel, electronics, machinery, printed materials, precision equipment, food, and beverages. (related to: Taipei)"
(Trumpet) Is the trumpet the musical instrument with the highest register in the brass family?,Yes (related to: Trumpet)
(Trumpet) Is the trumpet the musical instrument with the highest register in the brass family?,Yes (related to: Trumpet)
(Trumpet) Is a trumpet played by blowing air through closed lips?,Yes (related to: Trumpet)
(Trumpet) Is a trumpet played by blowing air through closed lips?,yes (related to: Trumpet)
(Trumpet) Is the most common type of trumpet the B trumpet?,Yes (related to: Trumpet)
(Trumpet) Is the most common type of trumpet the B trumpet?,yes (related to: Trumpet)
(Trumpet) What is the earliest date of the trumpet?,1500 BC (related to: Trumpet)
(Trumpet) What is the earliest date of the trumpet?,around 1500 BC (related to: Trumpet)
(Trumpet) What is a trumpet constructed of?,brass tubing (related to: Trumpet)
(Trumpet) What is a trumpet constructed of?,brass tubing bent twice into an oblong shape (related to: Trumpet)
(Trumpet) What are the smallest trumpets referred to as?,Piccolo trumpets (related to: Trumpet)
(Trumpet) What are the smallest trumpets referred to as?,piccolo trumpets (related to: Trumpet)
"(Trumpet) Why do trumpets have a bright, loud sound?",The trumpet and trombone share a roughly cylindrical bore. (related to: Trumpet)
"(Trumpet) Why do trumpets have a bright, loud sound?",Due to the cylindrical bore (related to: Trumpet)
(Trumpet) Why does the cornet have a slightly mellower tone than the trumpet?,The cornet and flugelhorn have conical bores (related to: Trumpet)
(Trumpet) Why does the cornet have a slightly mellower tone than the trumpet?,because it has conical bores (related to: Trumpet)
(Trumpet) What makes a trumpet fully chromatic?,able to play all twelve pitches of Western music (related to: Trumpet)
(Trumpet) Were trumpet players heavily guarded?,yes (related to: Trumpet)
(Trumpet) Were trumpet players heavily guarded?,yes (related to: Trumpet)
(Trumpet) Are pocket trumpets compact B trumpets?,yes (related to: Trumpet)
(Trumpet) Are pocket trumpets compact B trumpets?,yes (related to: Trumpet)
(Trumpet) Was Dizzy Gillespie a famous trumpeter in 1998?,no (related to: Trumpet)
(Trumpet) What shape is a trumpet bent into?,oblong (related to: Trumpet)
(Trumpet) What shape is a trumpet bent into?,an oblong shape (related to: Trumpet)
(Trumpet) What trumpet was the first to be allowed in the Christian Church?,slide trumpets (related to: Trumpet)
(Trumpet) What trumpet was the first to be allowed in the Christian Church?,Slide trumpets (related to: Trumpet)
(Trumpet) The trumpet can be confused with what close relative?,the cornet (related to: Trumpet)
(Trumpet) The trumpet can be confused with what close relative?,the coronet (related to: Trumpet)
(Trumpet) What can be augmented with a fourth valve?,the flugelhorn (related to: Trumpet)
(Trumpet) What can be augmented with a fourth valve?,flugelhorn (related to: Trumpet)
(Trumpet) What was Maynard Ferguson noted for being able to play accurately?,yes (related to: Trumpet)
(Trumpet) What was Maynard Ferguson noted for being able to play accurately?,yes (related to: Trumpet)
(Trumpet) What was built to play in both B and A keys?,piccolo trumpets (related to: Trumpet)
(Trumpet) What was built to play in both B and A keys?,piccolo trumpets (related to: Trumpet)
(Trumpet) What happened in 1894?,"Jean-Baptiste Arban published ""Complete Conservatory Method for Trumpet."" (related to: Trumpet)"
(Trumpet) What happened in nineteen fifty seven?,Maynard Ferguson formed his own band. (related to: Trumpet)
(Trumpet) Is the Breeze Eazy' ' method sometimes used to teach younger students?,Yes. (related to: Trumpet)
(Trumpet) Do many players use a smaller mouthpiece on the piccolo trumpet?,Yes (related to: Trumpet)
(Trumpet) Is the trumpet constructed of brass tubing bent twice into an oblong shape?,yes (related to: Trumpet)
(Trumpet) Give an example of the most influential musicians of the 20th century. ,Miles Davis (related to: Trumpet)
(Trumpet) Were Slide trumpets the first trumpets allowed in the Christian church?,Slide trumpets were the first trumpets allowed in the Christian church.  (related to: Trumpet)
"(Trumpet) Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips, producing a ``buzzing'' sound which starts a standing wave vibration in the air column inside the trumpet?",Yes (related to: Trumpet)
(Trumpet) Are there several types of trumpet?,yes (related to: Trumpet)
(Turkish_language) Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes. (related to: Turkish_language)
(Turkish_language) Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes (related to: Turkish_language)
(Turkish_language) Is there a definite article in Turkish language?,No. (related to: Turkish_language)
(Turkish_language) Is there a definite article in Turkish language?,No (related to: Turkish_language)
(Turkish_language) Is it possible to alter the word order to stress the importance of a certain phrase?,Yes. (related to: Turkish_language)
(Turkish_language) Is it possible to alter the word order to stress the importance of a certain phrase?,Yes (related to: Turkish_language)
(Turkish_language) What is the official language of Turkey?,Turkish. (related to: Turkish_language)
(Turkish_language) What is the official language of Turkey?,Turkish is the official language of Turkey. (related to: Turkish_language)
(Turkish_language) When was the Turkish Language Association founded?,In 1928. (related to: Turkish_language)
(Turkish_language) When was the Turkish Language Association founded?,The Turkish Language Association was founded in 1932. (related to: Turkish_language)
(Turkish_language) What are the most significant foreign contributors to Turkish vocabulary?,"Among the most significant foreign contributors to Turkish vocabulary are Arabic, French, Persian, Italian, English, and Greek.  (related to: Turkish_language)"
(Turkish_language) Who were the Orkhon inscriptions built for?,For the prince Kul Tigin and his brother Emperor Bilge Khan. (related to: Turkish_language)
(Turkish_language) Who were the Orkhon inscriptions built for?,The Orkhon inscriptions were erected in honour of the prince Kul Tigin and his brother Emperor Bilge Khan. (related to: Turkish_language)
(Turkish_language) What was one of the results of the introduction of the new Turkish alphabet?,A dramatic increase in literacy from Third World levels. (related to: Turkish_language)
(Turkish_language) What was one of the results of the introduction of the new Turkish alphabet?,There was a dramatic increase in literacy from its original Third World levels. (related to: Turkish_language)
"(Turkish_language) Why does Lewis use ""absolute case"" instead of ""nominative""?",Because it is also used for the indefinite accusative. (related to: Turkish_language)
"(Turkish_language) Why does Lewis use ""absolute case"" instead of ""nominative""?",Because it is also used for the indefinite accusative. (related to: Turkish_language)
(Turkish_language) How many people speak Turkish worldwide?,There are roughly another 10 million native speakers worldwide. (related to: Turkish_language)
(Turkish_language) How many people speak Turkish worldwide?,NULL (related to: Turkish_language)
"(Turkish_language) In Turkish, which syllable usually has the stress?",Stress is usually on the last syllable (related to: Turkish_language)
"(Turkish_language) In Turkish, which syllable usually has the stress?",NULL (related to: Turkish_language)
(Turkish_language) Is the spelling of Turkish phonetic?,"yes, Turkish now has an alphabet suited to the sounds of the language: the spelling is largely phonetic, with one letter corresponding to each phoneme. (related to: Turkish_language)"
(Turkish_language) Is the spelling of Turkish phonetic?,NULL (related to: Turkish_language)
(Turkish_language) What percentage of the words in Turkish vocabulary have Turkish origins?,86% of the Turkish vocabulary have Turkish origins. (related to: Turkish_language)
(Turkish_language) What percentage of the words in Turkish vocabulary have Turkish origins?,NULL (related to: Turkish_language)
(Turkish_language) After what event was the Turkish Language Association established?,"After the foundation of the Republic of Turkey and the script reform, the Turkish Language Association (TDK) was established in 1932. (related to: Turkish_language)"
(Turkish_language) After what event was the Turkish Language Association established?,NULL (related to: Turkish_language)
(Turkish_language) What exception to the rules of vowel harmony do compound words have?,"In compound words, the vowels need not harmonize between the constituent words of the compound. (related to: Turkish_language)"
(Turkish_language) What exception to the rules of vowel harmony do compound words have?,NULL (related to: Turkish_language)
(Turkish_language) Who is working to coin new Turkish word?,NULL (related to: Turkish_language)
(Turkish_language) What are the patterns of vowel harmony?,Vowels are characterised by two features: front/back and rounded/unrounded. (related to: Turkish_language)
(Turkish_language) What are the patterns of vowel harmony?,NULL (related to: Turkish_language)
(Turkish_language) What are the ways to join groups of nouns?,"Two nouns, or groups of nouns, may be joined in either of two ways: definite or indefinite. (related to: Turkish_language)"
(Turkish_language) What are the ways to join groups of nouns?,NULL (related to: Turkish_language)
(Vietnamese_language) Does Vietnamese have a comparatively large number of vowels?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) Is Vietnamese the mother tongue of the Vietnamese people?,Yes (related to: Vietnamese_language)
(Vietnamese_language) Is Vietnamese the mother tongue of the Vietnamese people?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) Is Vietnamese the official administrative language of Vietnam?,Yes (related to: Vietnamese_language)
(Vietnamese_language) Is Vietnamese the official administrative language of Vietnam?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) Was Vietnamese influenced by Chinese?,Much vocabulary has been borrowed from Chinese. (related to: Vietnamese_language)
(Vietnamese_language) Was Vietnamese influenced by Chinese?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) When did written Vietnamese become the official administrative language?,the 20th century (related to: Vietnamese_language)
(Vietnamese_language) When did written Vietnamese become the official administrative language?,Vietnamese became the official administrative language by the 20th century. (related to: Vietnamese_language)
(Vietnamese_language) Have consonant clusters been lost?,Yes (related to: Vietnamese_language)
(Vietnamese_language) Have consonant clusters been lost?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) Is the Red River Delta traditionally poor?,"Not compared to Nghe An, Ha Tinh, or Quang Binh (related to: Vietnamese_language)"
(Vietnamese_language) Is the Red River Delta traditionally poor?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) What kind of words have been borrowed from Chinese?,Words that denote abstract ideas in the same way European languages borrow form Latin and Greek. (related to: Vietnamese_language)
(Vietnamese_language) What kind of words have been borrowed from Chinese?,Vietnamese adopts words from Chinese which express abstract ideas. (related to: Vietnamese_language)
(Vietnamese_language) Is Vietnam independent from France?,Yes. (related to: Vietnamese_language)
(Vietnamese_language) Was Vietnamese formally written using the Chinese writing system?,"Yes, Vietnamese was *formerly* written using the Chinese writing system. (related to: Vietnamese_language)"
(Vietnamese_language) Was Vietnamese formally written using the Chinese writing system?,NULL (related to: Vietnamese_language)
(Vietnamese_language) Does Vietnamese have a large number of vowels?,"Yes, Vietnamese has a comparatively large number of vowels. (related to: Vietnamese_language)"
(Vietnamese_language) Does Vietnamese have a large number of vowels?,NULL (related to: Vietnamese_language)
(Vietnamese_language) Does Vietnamese have dipthongs?,NULL (related to: Vietnamese_language)
(Vietnamese_language) What are the three dialect regions of Vietnamese?,"The three regions are North, Central, and South. (related to: Vietnamese_language)"
(Vietnamese_language) What are the three dialect regions of Vietnamese?,NULL (related to: Vietnamese_language)
(Vietnamese_language) When was the reunification of Vietnam?,The reunification of Vietnam occurred in 1975-76. (related to: Vietnamese_language)
(Vietnamese_language) When was the reunification of Vietnam?,NULL (related to: Vietnamese_language)
(Vietnamese_language) How many tones do Northern varieties have?,Northern Vietnamese has six tones. (related to: Vietnamese_language)
(Vietnamese_language) How many tones do Northern varieties have?,NULL (related to: Vietnamese_language)
(Vietnamese_language) Does Vietnamese borrow from Latin and Greek?,"No, Vietnamese does not borrow from Latin and Greek. (related to: Vietnamese_language)"
(Vietnamese_language) Does Vietnamese borrow from Latin and Greek?,NULL (related to: Vietnamese_language)
(Vietnamese_language) Did Vietnamese come to predominate politically in 2nd century BC?,"No, Chinese came to predominate politically in the 2nd century B.C. (related to: Vietnamese_language)"
(Vietnamese_language) Did Vietnamese come to predominate politically in 2nd century BC?,NULL (related to: Vietnamese_language)
(Vietnamese_language) Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?,More southern speakers speak the northern dialect than northerners speak the suthern dialect. (related to: Vietnamese_language)
(Vietnamese_language) Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?,NULL (related to: Vietnamese_language)
(Vincent_van_Gogh) What happened in 1860?,Vincent van Gogh attended the Zundert village school from 1860. (related to: Vincent_van_Gogh)
(Vincent_van_Gogh) Who frequented the circle of the British-Australian artist John Peter Russell?,Van Gogh (related to: Vincent_van_Gogh)
(Vincent_van_Gogh) Were the letters first annotated in 1913 by Theos widow Johanna van Gogh-Bonger?,yes (related to: Vincent_van_Gogh)
(Vincent_van_Gogh) Was Kee seven years older than Van Gogh as well as had an eight-year-old son?,Yes. (related to: Vincent_van_Gogh)
"(Vincent_van_Gogh) Did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life, and died largely unknown, at the age of 37, from a self-inflicted gunshot wound?",Yes. (related to: Vincent_van_Gogh)
"(Vincent_van_Gogh) Appreciated during his lifetime, did his fame grow in the years after his death?",yes (related to: Vincent_van_Gogh)
"(Vincent_van_Gogh) Is today, he widely regarded as one of history's greatest painters and an important contributor to the foundations of modern art?",Yes (related to: Vincent_van_Gogh)
(Violin) Does a violin have four strings?,Yes (related to: Violin)
(Violin) Does a violin have four strings?,Yes (related to: Violin)
(Violin) Is the violin supported by the left shoulder?,Yes (related to: Violin)
(Violin) Is the violin supported by the left shoulder?,Yes. (related to: Violin)
(Violin) Is the violin shaped like an hourglass?,Yes (related to: Violin)
(Violin) Is the violin shaped like an hourglass?,Yes. (related to: Violin)
(Violin) What were strings first made out of?,Sheep Gut (related to: Violin)
(Violin) What were strings first made out of?,Sheep gut. (related to: Violin)
(Violin) What is a violin called informally?,Fiddle (related to: Violin)
(Violin) What is a violin called informally?,A fiddle. (related to: Violin)
(Violin) What does vitula mean?,Stringed Instrument (related to: Violin)
(Violin) What does vitula mean?,Stringed instrument. (related to: Violin)
(Violin) What is a person that makes or repairs violins called?,Luthier (related to: Violin)
(Violin) What is a person that makes or repairs violins called?,"A luthier, or simply a violin maker. (related to: Violin)"
"(Violin) What does the ""voice"" of a violin depend upon?",Shape (related to: Violin)
"(Violin) What does the ""voice"" of a violin depend upon?",Its shape. (related to: Violin)
(Violin) Is the violin a percussion instrument?,Yes (related to: Violin)
(Violin) What happened in 1980s?,The use of traditional (non-synthesized) orchestras declined. (related to: Violin)
(Violin) Who features violinist Boyd Tinsley?,Dave Matthews Band features violinist Boyd Tinsley. (related to: Violin)
"(Violin) Regarding this topic, what did Antonio Stradivari do?",Antonio Stradivari made violins. (related to: Violin)
(Violin) When did Charles IX order Amati to construct 24 violins for him?,1560 (related to: Violin)
(Violin) Is a string first tuned to a standard pitch?,Yes. (related to: Violin)
(Violin) Is each node at an integer division of the string?,Yes. (related to: Violin)
(Violin) Is the tuning G-D-A-E used for most violin music?,Yes (related to: Violin)
"(Violin) Is it the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello?","Yes, it is the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello. (related to: Violin)"
"(Violin) Is a violin sometimes informally called a fiddle, regardless of the type of music played on it?",Yes. (related to: Violin)
"(Violin) Does the word ``violin'' come from the Middle Latin word vitula, meaning ``stringed instrument''?",Yes. (related to: Violin)
